,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_agg_0_5_after,volatility_5_10_after,pips_agg_5_10_after,volatility_10_15_after,pips_agg_10_15_after,volatility_15_20_after,pips_agg_15_20_after,volatility_20_25_after,pips_agg_20_25_after,volatility_25_30_after,pips_agg_25_30_after,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_90_after,direction_agg_0_90_after
22,2007-03-01 10:00:00,17,1.0,0,0.0,0,0,1,0,1,0,0,1,2007,9,3,1,17,-14,8,-11,8,-18,22,-37,15,-24,10,-30,40,-10,-42,0
23,2007-03-05 10:00:00,18,-2.9,0,0.0,0,0,0,1,1,0,0,1,2007,10,0,1,14,13,11,7,7,9,7,9,2,12,7,12,40,14,4,1
24,2007-03-06 10:00:00,24,-1.9,0,-0.4,0,0,0,1,0,0,1,1,2007,10,1,1,6,0,10,-4,5,1,4,2,4,2,6,-2,18,10,5,1
25,2007-03-15 08:30:00,23,1.0,0,0.0,0,0,1,0,1,0,0,1,2007,11,3,1,30,13,9,10,8,4,7,4,6,8,5,4,30,-6,15,2
26,2007-03-15 09:00:00,30,1.0,0,-1.3,0,0,1,0,1,0,0,1,2007,11,3,1,14,6,13,15,8,10,5,8,15,15,7,12,30,-4,16,2
27,2007-03-16 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,11,4,1,10,-2,8,-1,10,3,8,2,6,0,5,1,14,-11,0,1
28,2007-03-16 10:00:00,28,-1.2,0,-2.0,0,0,0,1,0,0,1,1,2007,11,4,1,8,-3,5,-1,4,-1,7,-5,4,-1,4,-3,23,-2,-12,1
29,2007-03-21 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,12,2,1,41,28,38,66,25,53,21,69,15,58,12,67,49,3,73,2
30,2007-03-23 10:00:00,14,1.0,0,-0.02,0,0,1,0,1,0,0,1,2007,12,4,1,16,-11,9,-7,9,-14,14,-24,11,-24,6,-24,29,-9,-26,0
31,2007-03-26 10:00:00,21,-137.0,0,-55.0,0,0,0,1,0,0,1,1,2007,13,0,1,21,22,14,33,4,32,10,38,6,47,7,49,53,28,32,2
32,2007-03-27 10:00:00,4,-1.8,0,-1.3,0,0,0,1,0,0,1,1,2007,13,1,1,11,-4,6,-6,8,1,16,14,8,17,3,15,17,-1,13,1
33,2007-03-28 08:30:00,8,-1.9,0,-0.9,0,0,0,1,0,0,1,1,2007,13,2,1,20,12,6,11,3,10,6,15,3,14,10,8,22,-1,10,1
34,2007-03-30 08:30:00,9,1.0,0,-0.1,0,0,1,0,0,0,1,1,2007,13,4,1,7,-4,29,-34,11,-24,7,-20,8,-16,5,-12,20,16,-20,0
35,2007-04-02 10:00:00,17,-0.4,0,0.0,0,0,0,1,1,0,0,1,2007,14,0,1,12,8,5,9,4,8,10,1,3,3,2,1,15,-7,-1,1
36,2007-04-03 10:00:00,24,1.0,0,-0.1,0,0,1,0,1,0,0,1,2007,14,1,1,5,-4,10,5,4,4,8,-1,2,-1,3,0,12,0,-1,1
37,2007-04-04 08:15:00,0,-19.0,0,1.0,0,0,0,1,0,1,0,1,2007,14,2,1,7,6,3,8,3,8,2,7,9,-3,6,-5,12,4,6,1
38,2007-04-04 10:00:00,18,-2.4,0,0.0,0,0,0,1,1,0,0,1,2007,14,2,1,13,9,10,7,5,7,8,14,5,14,5,14,20,-5,12,1
39,2007-04-13 10:00:00,28,-2.2,0,-0.4,0,0,0,1,1,0,0,1,2007,15,4,1,16,-4,5,-9,5,-9,8,-3,8,-8,7,-4,20,8,-39,0
40,2007-04-16 09:00:00,30,-22.4,0,1.0,0,0,0,1,1,0,0,1,2007,16,0,1,17,-2,3,-3,6,0,2,0,3,-2,9,-9,21,2,-3,1
41,2007-04-17 08:30:00,7,-0.1,0,0.0,0,0,0,1,1,0,0,1,2007,16,1,1,23,16,8,17,16,32,18,47,11,40,4,39,27,3,34,2
42,2007-04-25 08:30:00,8,1.0,0,-0.3,0,0,1,0,0,0,1,1,2007,17,2,1,12,-8,13,-16,11,-13,3,-13,5,-8,3,-7,21,-9,-7,1
43,2007-04-25 10:00:00,21,-32.0,0,-12.0,0,0,0,1,0,0,1,1,2007,17,2,1,16,16,6,14,13,23,9,18,11,17,5,16,24,0,14,1
44,2007-04-27 08:30:00,1,-0.6,0,-1.0,0,0,0,1,0,0,1,1,2007,17,4,1,34,29,14,20,11,19,12,12,9,14,8,15,43,8,20,2
45,2007-04-30 08:30:00,9,-0.1,0,0.0,0,0,0,1,1,0,0,1,2007,18,0,1,9,1,6,-1,8,7,8,13,3,10,4,9,22,5,22,2
46,2007-05-02 08:15:00,0,-43.0,0,-8.0,0,0,0,1,0,0,1,1,2007,18,2,1,7,7,5,6,3,5,4,4,4,6,3,6,25,17,2,1
47,2007-05-03 10:00:00,18,1.0,0,0.0,0,0,1,0,1,0,0,1,2007,18,3,1,16,-15,7,-12,6,-11,4,-14,12,-24,6,-19,36,-15,-15,0
48,2007-05-09 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,19,2,1,28,-27,9,-24,8,-22,8,-25,6,-27,6,-30,29,6,-31,0
49,2007-05-10 08:30:00,31,-3.9,0,1.0,0,0,0,1,1,0,0,1,2007,19,3,1,14,11,16,0,7,4,7,-1,21,-26,5,-25,19,4,-23,0
50,2007-05-15 08:30:00,7,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,20,1,1,22,20,9,14,6,20,4,18,5,16,3,16,32,7,6,1
51,2007-05-15 09:00:00,30,-4.4,0,0.0,0,0,0,1,1,0,0,1,2007,20,1,1,13,-8,8,-11,3,-9,2,-9,3,-10,5,-14,30,22,-4,1
52,2007-05-18 10:00:00,28,1.0,0,1.0,0,0,1,0,0,1,0,1,2007,20,4,1,9,-6,6,-4,14,7,6,2,7,5,9,12,10,4,34,2
53,2007-05-24 08:30:00,8,1.0,0,-1.2,0,0,1,0,0,0,1,1,2007,21,3,1,11,-9,6,-14,5,-10,4,-8,2,-8,9,-4,19,11,-2,1
54,2007-05-24 10:00:00,21,1.0,0,-14.0,0,0,1,0,0,0,1,1,2007,21,3,1,22,-20,9,-25,9,-27,5,-26,7,-24,2,-24,33,3,-21,0
55,2007-05-25 10:00:00,14,-0.15,0,1.0,0,0,0,1,0,1,0,1,2007,21,4,1,8,6,23,22,6,18,8,22,3,22,6,21,10,-4,5,1
56,2007-05-29 10:00:00,4,1.0,0,1.0,0,0,1,0,0,1,0,1,2007,22,1,1,13,-14,4,-15,3,-12,1,-11,5,-15,6,-21,17,-2,-18,0
57,2007-05-30 08:15:00,0,-18.0,0,-3.0,0,0,0,1,1,0,0,1,2007,22,2,1,5,4,6,2,2,2,4,4,4,2,3,1,23,-12,14,1
58,2007-05-31 08:30:00,26,-0.1,0,-0.9,0,0,0,1,1,0,0,1,2007,22,3,1,8,5,6,6,5,5,3,5,6,0,4,2,29,19,-12,1
59,2007-06-05 10:00:00,18,1.0,0,0.0,0,0,1,0,1,0,0,1,2007,23,1,1,10,-3,3,-2,4,-2,6,-6,12,-12,3,-14,24,-19,2,1
60,2007-06-08 08:30:00,31,2.03,0,5.14,2,0,1,0,0,1,0,1,2007,23,4,1,12,-10,7,-10,11,-18,3,-15,3,-16,6,-20,33,21,-9,1
61,2007-06-14 08:30:00,23,0.86,0,0.0,0,0,1,0,1,0,0,1,2007,24,3,1,17,-17,14,-1,17,10,6,3,6,-4,5,-6,32,-11,16,2
62,2007-06-15 08:30:00,7,-1.41,2,0.04,0,0,0,1,1,0,0,1,2007,24,4,1,17,-2,13,5,11,13,9,21,8,15,7,16,27,9,12,1
63,2007-06-15 09:00:00,30,0.35,0,-2.21,2,0,1,0,0,0,1,1,2007,24,4,1,9,1,4,-2,4,1,18,20,10,15,3,14,31,22,7,1
64,2007-06-15 10:00:00,28,-1.33,0,-0.28,0,0,0,1,1,0,0,1,2007,24,4,1,11,10,9,4,5,8,3,8,6,9,5,12,29,0,37,2
65,2007-06-25 10:00:00,14,0.1,0,0.69,0,0,1,0,1,0,0,1,2007,26,0,1,7,2,3,3,7,-4,4,0,3,-1,3,0,8,-1,-19,0
66,2007-06-27 08:30:00,8,-0.6,0,1.61,0,0,0,1,0,1,0,1,2007,26,2,1,8,3,5,1,5,-1,7,-8,7,-2,6,-8,22,3,-5,1
67,2007-06-28 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,26,3,1,12,2,8,7,5,7,7,2,5,-2,3,-2,17,-14,-8,1
68,2007-06-29 08:30:00,9,0.11,0,0.04,0,1,0,0,1,0,0,1,2007,26,4,1,9,-5,6,-2,7,-6,3,-5,4,-2,2,0,22,13,2,1
69,2007-07-02 10:00:00,17,0.43,0,0.0,0,0,1,0,1,0,0,1,2007,27,0,1,6,0,2,-1,13,10,8,14,5,13,8,21,10,-3,24,2
70,2007-07-03 10:00:00,24,-1.28,0,-0.58,0,0,0,1,0,0,1,1,2007,27,1,1,8,-3,7,-11,7,-4,4,-7,2,-7,7,-12,13,-1,-3,1
71,2007-07-05 10:00:00,18,0.79,0,0.0,0,0,1,0,1,0,0,1,2007,27,3,1,8,-10,9,-7,5,-7,12,-18,11,-15,6,-19,27,-19,-12,1
72,2007-07-12 08:30:00,31,-3.39,0,-0.29,0,1,0,0,1,0,0,1,2007,28,3,1,9,7,5,9,17,-6,6,-2,17,-20,6,-17,11,0,-20,0
73,2007-07-13 10:00:00,28,2.41,1,1.14,2,0,1,0,0,1,0,1,2007,28,4,1,9,-11,10,-5,4,-5,3,-2,3,-2,2,-3,23,0,-14,1
74,2007-07-17 08:30:00,23,-1.15,2,0.0,0,0,0,1,1,0,0,1,2007,29,1,1,11,1,3,0,14,13,4,10,3,9,2,8,14,0,4,1
75,2007-07-17 09:00:00,30,1.55,1,-0.33,1,0,1,0,0,0,1,1,2007,29,1,1,4,-6,5,-3,4,-6,3,-7,3,-5,4,-10,21,9,2,1
76,2007-07-18 08:30:00,7,0.08,0,0.04,0,1,0,0,1,0,0,1,2007,29,2,1,11,-12,12,-22,10,-26,9,-26,7,-19,7,-22,19,3,-4,1
77,2007-07-25 10:00:00,14,-0.39,0,-0.35,0,0,0,1,1,0,0,1,2007,30,2,1,17,-3,22,-15,11,-10,10,-14,10,-15,11,-15,27,-10,-24,0
78,2007-07-26 08:30:00,8,-0.62,0,0.9,0,0,0,1,0,1,0,1,2007,30,3,1,15,-3,9,-5,9,-4,9,-5,9,-9,9,-6,41,30,-1,1
79,2007-07-26 10:00:00,21,-0.61,0,-0.86,0,0,0,1,0,0,1,1,2007,30,3,1,21,13,19,3,13,2,8,2,13,8,12,2,39,4,-9,1
80,2007-07-27 08:30:00,1,1.0,0,-0.6,0,0,1,0,0,0,1,1,2007,30,4,1,14,4,18,15,10,18,10,18,12,13,12,6,23,11,7,1
81,2007-07-31 08:30:00,9,-1.0,0,0.04,0,0,0,1,1,0,0,1,2007,31,1,1,10,-3,9,-5,10,-10,7,-10,8,-13,10,-10,22,8,-10,1
82,2007-07-31 10:00:00,4,2.78,1,1.05,0,0,1,0,0,1,0,1,2007,31,1,1,10,-3,9,-7,12,-14,12,-13,12,-13,12,-17,20,-1,-7,1
83,2007-08-03 10:00:00,18,-1.11,0,0.0,0,0,0,1,1,0,0,1,2007,31,4,1,11,1,10,-2,9,-3,9,2,20,16,21,31,39,26,23,2
84,2007-08-07 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,32,1,1,19,-3,13,2,17,11,15,19,17,28,10,20,20,-3,10,1
85,2007-08-15 08:30:00,7,0.05,0,0.0,0,1,0,0,1,0,0,1,2007,33,2,1,11,-4,9,-3,8,-6,11,-5,17,-16,13,-13,19,8,4,1
86,2007-08-15 09:00:00,30,1.66,0,-0.01,0,0,1,0,1,0,0,1,2007,33,2,1,12,-5,15,-2,16,7,12,9,14,1,12,6,25,-9,29,2
87,2007-08-17 10:00:00,28,-1.2,0,-1.26,0,0,0,1,0,0,1,1,2007,33,4,1,14,10,10,13,8,14,9,11,13,16,9,16,36,-7,10,1
88,2007-08-24 08:30:00,8,2.59,0,-0.71,0,0,1,0,0,0,1,1,2007,34,4,1,12,-7,24,2,14,2,14,6,16,14,12,18,26,1,10,1
89,2007-08-24 10:00:00,21,0.46,0,0.58,0,0,1,0,0,1,0,1,2007,34,4,1,15,11,16,15,13,4,13,10,13,6,12,4,37,-5,7,1
90,2007-08-27 10:00:00,14,0.28,0,0.46,0,1,0,0,1,0,0,1,2007,35,0,1,12,-3,11,-4,8,-4,7,-5,6,-3,6,-3,16,-1,-10,1
91,2007-08-28 10:00:00,4,0.05,0,-0.52,0,1,0,0,0,0,1,1,2007,35,1,1,10,1,16,-10,11,-5,11,-3,13,-8,13,-6,23,-14,-21,0
92,2007-08-30 08:30:00,26,0.0,0,1.0,0,1,0,0,1,0,0,1,2007,35,3,1,14,2,15,-6,11,-3,11,5,16,8,9,9,39,25,0,1
93,2007-08-31 08:30:00,9,-1.12,0,2.24,2,0,0,1,0,1,0,1,2007,35,4,1,8,1,11,-2,9,-2,10,-4,13,-9,10,-8,28,-1,-39,0
94,2007-09-04 10:00:00,17,-0.14,0,0.0,0,1,0,0,1,0,0,1,2007,36,1,1,12,-1,11,2,8,5,11,-1,8,3,14,-3,27,20,28,2
95,2007-09-05 10:00:00,24,-2.3,0,0.31,0,0,0,1,1,0,0,1,2007,36,2,1,11,9,32,30,37,60,14,57,11,55,13,57,25,11,59,2
96,2007-09-06 10:00:00,18,0.37,0,0.0,0,0,1,0,1,0,0,1,2007,36,3,1,11,-6,11,-5,16,1,12,5,11,3,12,1,29,20,34,2
97,2007-09-11 08:30:00,31,-0.06,0,-2.02,1,1,0,0,0,0,1,1,2007,37,1,1,15,-10,8,-6,9,-4,12,-2,7,-1,6,3,20,7,3,1
98,2007-09-14 10:00:00,28,0.06,0,0.06,0,1,0,0,1,0,0,1,2007,37,4,1,11,0,14,-7,20,-22,12,-23,10,-24,13,-22,22,1,-24,0
99,2007-09-18 08:30:00,23,-3.49,2,0.0,0,0,0,1,1,0,0,1,2007,38,1,1,16,7,19,16,14,8,9,6,6,8,7,6,28,9,6,1
100,2007-09-18 09:00:00,30,-2.23,0,-3.23,2,0,0,1,0,0,1,1,2007,38,1,1,20,15,10,12,11,13,9,10,10,4,9,1,35,15,-2,1
101,2007-09-18 14:15:00,15,-0.25,2,0.0,0,0,0,1,1,0,0,1,2007,38,1,1,75,41,24,32,23,50,21,68,22,70,15,67,91,12,77,2
102,2007-09-19 08:30:00,7,0.05,0,0.0,0,1,0,0,1,0,0,1,2007,38,2,1,18,-3,24,-20,11,-18,13,-6,10,-9,12,0,29,17,3,1
103,2007-09-26 08:30:00,8,-0.46,0,-0.32,0,0,0,1,0,0,1,1,2007,39,2,1,14,-5,11,-9,6,-8,6,-12,8,-12,8,-11,29,14,-10,1
104,2007-09-27 10:00:00,21,-0.41,0,-0.13,0,0,0,1,0,0,1,1,2007,39,3,1,17,-11,13,-13,9,-10,12,-16,17,-22,9,-22,18,3,-30,0
105,2007-09-28 08:30:00,9,0.04,0,0.04,0,1,0,0,1,0,0,1,2007,39,4,1,13,-9,13,-2,9,1,14,0,25,19,10,14,25,-5,15,2
106,2007-10-01 10:00:00,17,-0.39,0,0.0,0,0,0,1,1,0,0,1,2007,40,0,1,14,9,13,14,8,13,14,12,9,11,14,4,19,0,15,2
107,2007-10-02 10:00:00,24,-0.79,0,4.95,2,0,0,1,0,1,0,1,2007,40,1,1,18,-6,12,-14,13,-17,7,-18,8,-19,9,-18,29,20,-18,0
108,2007-10-03 08:15:00,0,0.12,0,-0.64,0,1,0,0,0,0,1,1,2007,40,2,1,11,-5,10,0,9,-1,6,-4,10,-6,8,-7,29,14,-10,1
109,2007-10-03 10:00:00,18,-0.06,0,0.0,0,1,0,0,1,0,0,1,2007,40,2,1,13,-11,13,-16,11,-11,16,-19,9,-19,10,-21,18,1,-39,0
110,2007-10-11 08:30:00,31,0.35,0,-1.06,0,0,1,0,1,0,0,1,2007,41,3,1,20,-18,15,-3,26,-19,10,-23,11,-26,14,-19,30,6,-19,0
111,2007-10-12 10:00:00,28,-0.41,0,-0.26,0,0,0,1,1,0,0,1,2007,41,4,1,14,4,22,-7,13,0,14,0,12,-1,8,-2,48,-28,-18,0
112,2007-10-16 09:00:00,30,-2.31,0,0.03,0,0,0,1,1,0,0,1,2007,42,1,1,33,23,13,23,16,13,13,15,11,11,19,7,55,4,5,1
113,2007-10-17 08:30:00,7,0.04,0,0.0,0,1,0,0,1,0,0,1,2007,42,2,1,20,-2,17,-4,19,5,12,4,11,6,11,10,32,15,20,2
114,2007-10-24 10:00:00,14,-2.59,0,-1.26,0,0,0,1,1,0,0,1,2007,43,2,1,20,-4,14,-8,13,-15,10,-12,10,-6,10,-8,27,4,-47,0
115,2007-10-25 08:30:00,8,-0.22,0,2.0,1,0,0,1,0,1,0,1,2007,43,3,1,13,2,24,21,24,27,12,24,10,24,10,27,22,3,10,1
116,2007-10-25 10:00:00,21,72.65,0,-2.55,1,1,0,0,0,0,1,1,2007,43,3,1,13,-7,12,-2,17,6,13,-2,14,1,11,-4,27,-15,-19,0
117,2007-10-30 10:00:00,4,-0.72,0,-0.27,0,0,0,1,1,0,0,1,2007,44,1,1,21,18,8,18,11,11,7,10,10,12,11,15,30,3,19,2
118,2007-10-31 08:30:00,1,1.0,0,1.0,0,0,1,0,0,1,0,1,2007,44,2,1,14,-8,24,-21,12,-24,15,-19,15,-12,13,-15,27,-8,-3,1
119,2007-10-31 14:15:00,15,0.11,0,0.0,0,1,0,0,1,0,0,1,2007,44,2,1,25,1,19,-1,9,-1,12,6,21,14,27,40,41,-4,24,2
120,2007-11-01 08:30:00,9,0.05,0,0.04,0,1,0,0,1,0,0,1,2007,44,3,1,16,-7,10,-4,13,1,12,-1,20,-15,16,-7,22,8,-11,1
121,2007-11-01 10:00:00,17,-0.65,0,0.0,0,0,0,1,1,0,0,1,2007,44,3,1,20,-12,11,-12,12,-6,13,-13,14,-10,16,-1,28,-3,9,1
122,2007-11-05 10:00:00,18,0.59,0,0.0,0,0,1,0,1,0,0,1,2007,45,0,1,10,2,10,-1,8,1,13,-4,10,-6,9,-5,18,0,-16,0
123,2007-11-09 08:30:00,31,1.15,0,0.75,0,0,1,0,0,1,0,1,2007,45,4,1,14,-3,18,-14,11,-10,9,-8,6,-10,10,-8,23,-9,-12,1
124,2007-11-09 10:00:00,28,-1.06,0,-0.85,0,0,0,1,0,0,1,1,2007,45,4,1,15,4,18,-8,11,-5,15,0,11,-1,11,0,31,-9,-6,1
125,2007-11-13 15:00:00,24,0.5,0,0.71,0,0,1,0,1,0,0,1,2007,46,1,1,20,10,10,6,9,2,6,4,10,-2,7,-3,27,-1,7,1
126,2007-11-15 08:30:00,7,0.04,0,0.0,0,1,0,0,1,0,0,1,2007,46,3,1,19,-15,13,-16,17,-24,11,-28,12,-23,20,-36,21,8,-18,0
127,2007-11-16 09:00:00,30,-0.54,0,-0.12,0,0,0,1,1,0,0,1,2007,46,4,1,16,4,13,6,12,9,15,15,17,23,15,18,30,8,3,1
128,2007-11-27 10:00:00,4,-0.87,0,-0.49,0,0,0,1,0,0,1,1,2007,48,1,1,10,2,10,3,10,2,8,0,9,-3,17,-12,19,-5,-44,0
129,2007-11-28 08:30:00,8,-0.61,0,0.77,0,0,0,1,0,1,0,1,2007,48,2,1,17,8,15,5,12,-1,14,-4,8,-4,16,5,63,28,-1,1
130,2007-11-28 10:00:00,14,-0.29,0,-0.63,0,0,0,1,1,0,0,1,2007,48,2,1,10,1,10,-2,14,-5,13,-8,11,-7,10,-9,23,-8,-5,1
131,2007-11-29 08:30:00,26,0.0,0,-0.1,0,1,0,0,1,0,0,1,2007,48,3,1,19,-7,9,-6,10,-5,9,-13,9,-9,8,-9,39,22,-5,1
132,2007-11-29 10:00:00,21,-0.54,0,-1.76,0,0,0,1,0,0,1,1,2007,48,3,1,10,-2,12,7,15,13,26,32,9,30,10,25,25,1,22,2
133,2007-12-03 10:00:00,17,0.29,0,0.0,0,1,0,0,1,0,0,1,2007,49,0,1,9,2,10,2,16,9,7,6,11,6,8,3,22,-1,1,1
134,2007-12-05 08:15:00,0,2.91,1,0.72,0,0,1,0,0,1,0,1,2007,49,2,1,21,-10,43,-45,17,-39,17,-40,22,-50,16,-40,25,7,-40,0
135,2007-12-05 10:00:00,18,-0.36,0,0.0,0,0,0,1,1,0,0,1,2007,49,2,1,21,-2,8,-1,17,4,8,6,18,-4,9,-2,38,-16,0,1
136,2007-12-07 10:00:00,28,-0.1,0,0.81,0,1,0,0,0,1,0,1,2007,49,4,1,13,-1,10,1,14,3,22,14,13,12,8,12,29,-9,2,1
137,2007-12-10 10:00:00,24,0.26,0,1.66,1,0,1,0,0,1,0,1,2007,50,0,1,11,-7,9,-12,8,-13,9,-9,6,-12,11,-17,22,4,-10,1
138,2007-12-11 14:15:00,15,0.11,0,0.0,0,1,0,0,1,0,0,1,2007,50,1,1,50,-14,29,-35,23,-21,33,-32,15,-31,15,-22,50,5,-53,0
139,2007-12-12 08:30:00,31,-0.35,0,-0.69,0,1,0,0,1,0,0,1,2007,50,2,1,20,8,12,8,21,-5,13,2,18,10,24,21,46,3,-5,1
140,2007-12-14 08:30:00,7,0.1,2,0.0,0,0,1,0,1,0,0,1,2007,50,4,1,47,-37,19,-26,15,-16,14,-21,15,-12,16,-25,64,9,-39,0
141,2007-12-17 09:00:00,30,0.78,0,-1.09,2,0,1,0,0,0,1,1,2007,51,0,1,23,6,10,8,7,8,8,6,10,4,13,-6,23,-3,-8,1
142,2007-12-18 08:30:00,3,0.02,0,-0.88,0,1,0,0,1,0,0,1,2007,51,1,1,24,10,10,9,7,7,6,6,5,8,7,7,33,9,14,1
143,2007-12-27 08:30:00,8,-0.68,0,-0.19,0,0,0,1,0,0,1,1,2007,52,3,1,18,3,35,33,16,35,10,38,8,40,18,53,26,1,57,2
144,2007-12-27 10:00:00,4,0.41,0,0.58,0,0,1,0,0,1,0,1,2007,52,3,1,12,0,9,-3,14,5,8,1,9,-4,6,-2,18,-8,37,2
145,2007-12-28 10:00:00,21,-1.75,0,-0.54,0,0,0,1,0,0,1,1,2007,52,4,1,26,22,19,24,13,22,13,25,9,21,9,21,39,8,11,1
146,2007-12-31 10:00:00,14,0.33,0,0.88,0,0,1,0,1,0,0,1,2007,52,0,1,18,-12,28,-24,21,-40,37,-11,17,-21,18,-35,63,-41,-96,0
147,2008-01-02 10:00:00,17,-3.71,0,0.0,0,0,0,1,1,0,0,1,2008,1,2,1,37,37,14,38,19,49,14,54,11,49,20,34,49,-5,86,2
148,2008-01-03 08:15:00,0,-0.06,0,-0.77,0,1,0,0,0,0,1,1,2008,1,3,1,21,-4,34,-26,16,-17,39,-44,14,-47,10,-46,42,-20,-33,0
149,2008-01-04 10:00:00,18,0.18,0,0.0,0,0,1,0,1,0,0,1,2008,1,4,1,35,-12,20,-20,21,-25,15,-23,11,-18,15,-19,77,-23,0,1
150,2008-01-08 10:00:00,24,-0.3,0,3.94,2,0,0,1,0,1,0,1,2008,2,1,1,24,-5,16,-7,9,-6,9,-12,15,-23,13,-15,36,20,-11,1
