,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,precision_above_TH,support_below_TH,support_above_TH,report,elapsed_time
4,clf,xgb,max,basic,ALL_YES_1_1_1,60_240,included,basic,0.77,{'n_estimators': 50},0.75,0.70,0.76,0.52,682.00,235.00,"{'0': {'precision': 0.7571592210767468, 'recall': 0.969208211143695, 'f1-score': 0.85016077170418, 'support': 682}, '1': {'precision': 0.5227272727272727, 'recall': 0.09787234042553192, 'f1-score': 0.16487455197132617, 'support': 235}, 'micro avg': {'precision': 0.7459105779716467, 'recall': 0.7459105779716467, 'f1-score': 0.7459105779716467, 'support': 917}, 'macro avg': {'precision': 0.6399432469020098, 'recall': 0.5335402757846135, 'f1-score': 0.507517661837753, 'support': 917}, 'weighted avg': {'precision': 0.6970812408563255, 'recall': 0.7459105779716467, 'f1-score': 0.6745421657748227, 'support': 917}}",0.26
5,clf,gboosting,max,basic,ALL_YES_1_1_1,60_240,included,basic,0.76,{'n_estimators': 10},0.74,0.55,0.74,0.00,682.00,235.00,"{'0': {'precision': 0.7437295528898582, 'recall': 1.0, 'f1-score': 0.8530331457160725, 'support': 682}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 235}, 'micro avg': {'precision': 0.7437295528898582, 'recall': 0.7437295528898582, 'f1-score': 0.7437295528898581, 'support': 917}, 'macro avg': {'precision': 0.3718647764449291, 'recall': 0.5, 'f1-score': 0.42651657285803624, 'support': 917}, 'weighted avg': {'precision': 0.5531336478417485, 'recall': 0.7437295528898582, 'f1-score': 0.6344259600636438, 'support': 917}}",0.60
6,clf,ada,max,basic,ALL_YES_1_1_1,60_240,included,basic,0.76,{'n_estimators': 10},0.74,0.69,0.75,0.51,682.00,235.00,"{'0': {'precision': 0.753968253968254, 'recall': 0.9750733137829912, 'f1-score': 0.8503836317135549, 'support': 682}, '1': {'precision': 0.5142857142857142, 'recall': 0.07659574468085106, 'f1-score': 0.13333333333333333, 'support': 235}, 'micro avg': {'precision': 0.7448200654307524, 'recall': 0.7448200654307524, 'f1-score': 0.7448200654307524, 'support': 917}, 'macro avg': {'precision': 0.6341269841269841, 'recall': 0.5258345292319211, 'f1-score': 0.4918584825234441, 'support': 917}, 'weighted avg': {'precision': 0.6925447023593152, 'recall': 0.7448200654307524, 'f1-score': 0.6666248311471951, 'support': 917}}",0.67
0,reg,kn,max,basic,ALL_YES_1_1_1,60_240,included,basic,21.39,{'n_neighbors': 121},,,,,,,25.33,4.57
1,reg,svr-rbf,max,basic,ALL_YES_1_1_1,60_240,included,basic,23.47,"{'C': 5, 'gamma': 3}",,,,,,,27.76,3.43
2,reg,dtree,max,basic,ALL_YES_1_1_1,60_240,included,basic,21.32,"{'max_depth': 4, 'min_samples_leaf': 250}",,,,,,,25.03,0.38
3,reg,rforest,max,basic,ALL_YES_1_1_1,60_240,included,basic,21.01,"{'max_depth': 6, 'min_samples_leaf': 20, 'n_estimators': 100}",,,,,,,24.80,36.90
4,reg,xgb,max,basic,ALL_YES_1_1_1,60_240,included,basic,21.10,{'n_estimators': 50},,,,,,,24.73,0.25
5,reg,gboosting,max,basic,ALL_YES_1_1_1,60_240,included,basic,21.25,{'n_estimators': 50},,,,,,,24.69,0.49
6,reg,ada,max,basic,ALL_YES_1_1_1,60_240,included,basic,24.12,{'n_estimators': 10},,,,,,,26.88,0.47
0,clf,kn,min,basic,ALL_YES_1_1_1,60_240,included,basic,0.78,{'n_neighbors': 41},0.79,0.73,0.80,0.45,729.00,188.00,"{'0': {'precision': 0.7980132450331126, 'recall': 0.9917695473251029, 'f1-score': 0.8844036697247706, 'support': 729}, '1': {'precision': 0.45454545454545453, 'recall': 0.026595744680851064, 'f1-score': 0.05025125628140703, 'support': 188}, 'micro avg': {'precision': 0.7938931297709924, 'recall': 0.7938931297709924, 'f1-score': 0.7938931297709924, 'support': 917}, 'macro avg': {'precision': 0.6262793497892836, 'recall': 0.509182646002977, 'f1-score': 0.4673274630030888, 'support': 917}, 'weighted avg': {'precision': 0.7275967296441489, 'recall': 0.7938931297709924, 'f1-score': 0.7133887801638629, 'support': 917}}",5.05
1,clf,svc-rbf,min,basic,ALL_YES_1_1_1,60_240,included,basic,0.77,"{'C': 1, 'gamma': 1}",0.79,0.63,0.79,0.00,729.00,188.00,"{'0': {'precision': 0.7949836423118866, 'recall': 1.0, 'f1-score': 0.8857837181044957, 'support': 729}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 188}, 'micro avg': {'precision': 0.7949836423118866, 'recall': 0.7949836423118866, 'f1-score': 0.7949836423118866, 'support': 917}, 'macro avg': {'precision': 0.3974918211559433, 'recall': 0.5, 'f1-score': 0.44289185905224787, 'support': 917}, 'weighted avg': {'precision': 0.6319989915434736, 'recall': 0.7949836423118866, 'f1-score': 0.7041835665192774, 'support': 917}}",3.90
2,clf,dtree,min,basic,ALL_YES_1_1_1,60_240,included,basic,0.77,"{'max_depth': 4, 'min_samples_leaf': 30}",0.79,0.74,0.81,0.47,729.00,188.00,"{'0': {'precision': 0.8135198135198135, 'recall': 0.9574759945130316, 'f1-score': 0.8796471329552615, 'support': 729}, '1': {'precision': 0.4745762711864407, 'recall': 0.14893617021276595, 'f1-score': 0.22672064777327938, 'support': 188}, 'micro avg': {'precision': 0.7917121046892039, 'recall': 0.7917121046892039, 'f1-score': 0.7917121046892039, 'support': 917}, 'macro avg': {'precision': 0.6440480423531271, 'recall': 0.5532060823628988, 'f1-score': 0.5531838903642705, 'support': 917}, 'weighted avg': {'precision': 0.7440308430087185, 'recall': 0.7917121046892039, 'f1-score': 0.7457865231251497, 'support': 917}}",0.40
3,clf,rforest,min,basic,ALL_YES_1_1_1,60_240,included,basic,0.78,"{'max_depth': 5, 'min_samples_leaf': 20, 'n_estimators': 10}",0.79,0.71,0.80,0.38,729.00,188.00,"{'0': {'precision': 0.797566371681416, 'recall': 0.9890260631001372, 'f1-score': 0.8830373545621556, 'support': 729}, '1': {'precision': 0.38461538461538464, 'recall': 0.026595744680851064, 'f1-score': 0.04975124378109453, 'support': 188}, 'micro avg': {'precision': 0.7917121046892039, 'recall': 0.7917121046892039, 'f1-score': 0.7917121046892039, 'support': 917}, 'macro avg': {'precision': 0.5910908781484003, 'recall': 0.5078109038904941, 'f1-score': 0.46639429917162506, 'support': 917}, 'weighted avg': {'precision': 0.712904664409427, 'recall': 0.7917121046892039, 'f1-score': 0.7122000712177285, 'support': 917}}",14.62
4,clf,xgb,min,basic,ALL_YES_1_1_1,60_240,included,basic,0.78,{'n_estimators': 50},0.79,0.73,0.81,0.44,729.00,188.00,"{'0': {'precision': 0.8073394495412844, 'recall': 0.9657064471879286, 'f1-score': 0.8794503435352904, 'support': 729}, '1': {'precision': 0.4444444444444444, 'recall': 0.10638297872340426, 'f1-score': 0.17167381974248927, 'support': 188}, 'micro avg': {'precision': 0.7895310796074155, 'recall': 0.7895310796074155, 'f1-score': 0.7895310796074155, 'support': 917}, 'macro avg': {'precision': 0.6258919469928644, 'recall': 0.5360447129556665, 'f1-score': 0.5255620816388898, 'support': 917}, 'weighted avg': {'precision': 0.732940037373121, 'recall': 0.7895310796074155, 'f1-score': 0.7343445785701359, 'support': 917}}",0.22
5,clf,gboosting,min,basic,ALL_YES_1_1_1,60_240,included,basic,0.77,{'n_estimators': 10},0.79,0.63,0.79,0.00,729.00,188.00,"{'0': {'precision': 0.7947598253275109, 'recall': 0.9986282578875172, 'f1-score': 0.8851063829787235, 'support': 729}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 188}, 'micro avg': {'precision': 0.7938931297709924, 'recall': 0.7938931297709924, 'f1-score': 0.7938931297709924, 'support': 917}, 'macro avg': {'precision': 0.39737991266375544, 'recall': 0.4993141289437586, 'f1-score': 0.44255319148936173, 'support': 917}, 'weighted avg': {'precision': 0.6318210607020234, 'recall': 0.7938931297709924, 'f1-score': 0.7036450961739251, 'support': 917}}",0.50
6,clf,ada,min,basic,ALL_YES_1_1_1,60_240,included,basic,0.78,{'n_estimators': 10},0.78,0.73,0.81,0.42,729.00,188.00,"{'0': {'precision': 0.8130177514792899, 'recall': 0.9423868312757202, 'f1-score': 0.8729351969504447, 'support': 729}, '1': {'precision': 0.4166666666666667, 'recall': 0.1595744680851064, 'f1-score': 0.2307692307692308, 'support': 188}, 'micro avg': {'precision': 0.781897491821156, 'recall': 0.781897491821156, 'f1-score': 0.7818974918211559, 'support': 917}, 'macro avg': {'precision': 0.6148422090729783, 'recall': 0.5509806496804133, 'f1-score': 0.5518522138598377, 'support': 917}, 'weighted avg': {'precision': 0.7317592957052734, 'recall': 0.781897491821156, 'f1-score': 0.741280669532704, 'support': 917}}",0.55
0,reg,kn,min,basic,ALL_YES_1_1_1,60_240,included,basic,19.57,{'n_neighbors': 41},,,,,,,19.12,4.00
1,reg,svr-rbf,min,basic,ALL_YES_1_1_1,60_240,included,basic,21.79,"{'C': 5, 'gamma': 1}",,,,,,,20.83,3.08
2,reg,dtree,min,basic,ALL_YES_1_1_1,60_240,included,basic,19.49,"{'max_depth': 4, 'min_samples_leaf': 50}",,,,,,,19.01,0.34
3,reg,rforest,min,basic,ALL_YES_1_1_1,60_240,included,basic,19.11,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",,,,,,,18.57,32.83
4,reg,xgb,min,basic,ALL_YES_1_1_1,60_240,included,basic,19.10,{'n_estimators': 50},,,,,,,18.73,0.23
5,reg,gboosting,min,basic,ALL_YES_1_1_1,60_240,included,basic,19.24,{'n_estimators': 50},,,,,,,19.48,0.46
6,reg,ada,min,basic,ALL_YES_1_1_1,60_240,included,basic,21.88,{'n_estimators': 10},,,,,,,22.44,0.53
0,clf,kn,max,all,ALL_YES_1_1_1,60_240,included,basic,0.77,{'n_neighbors': 61},0.74,0.68,0.75,0.50,682.00,235.00,"{'0': {'precision': 0.7453347969264544, 'recall': 0.9956011730205279, 'f1-score': 0.8524795982423101, 'support': 682}, '1': {'precision': 0.5, 'recall': 0.01276595744680851, 'f1-score': 0.024896265560165973, 'support': 235}, 'micro avg': {'precision': 0.7437295528898582, 'recall': 0.7437295528898582, 'f1-score': 0.7437295528898581, 'support': 917}, 'macro avg': {'precision': 0.6226673984632272, 'recall': 0.5041835652336681, 'f1-score': 0.43868793190123806, 'support': 917}, 'weighted avg': {'precision': 0.6824627388264362, 'recall': 0.7437295528898582, 'f1-score': 0.6403944475549559, 'support': 917}}",5.24
1,clf,svc-rbf,max,all,ALL_YES_1_1_1,60_240,included,basic,0.77,"{'C': 1, 'gamma': 1}",0.74,0.55,0.74,0.00,682.00,235.00,"{'0': {'precision': 0.7437295528898582, 'recall': 1.0, 'f1-score': 0.8530331457160725, 'support': 682}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 235}, 'micro avg': {'precision': 0.7437295528898582, 'recall': 0.7437295528898582, 'f1-score': 0.7437295528898581, 'support': 917}, 'macro avg': {'precision': 0.3718647764449291, 'recall': 0.5, 'f1-score': 0.42651657285803624, 'support': 917}, 'weighted avg': {'precision': 0.5531336478417485, 'recall': 0.7437295528898582, 'f1-score': 0.6344259600636438, 'support': 917}}",3.35
2,clf,dtree,max,all,ALL_YES_1_1_1,60_240,included,basic,0.77,"{'max_depth': 2, 'min_samples_leaf': 100}",0.74,0.55,0.74,0.00,682.00,235.00,"{'0': {'precision': 0.7437295528898582, 'recall': 1.0, 'f1-score': 0.8530331457160725, 'support': 682}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 235}, 'micro avg': {'precision': 0.7437295528898582, 'recall': 0.7437295528898582, 'f1-score': 0.7437295528898581, 'support': 917}, 'macro avg': {'precision': 0.3718647764449291, 'recall': 0.5, 'f1-score': 0.42651657285803624, 'support': 917}, 'weighted avg': {'precision': 0.5531336478417485, 'recall': 0.7437295528898582, 'f1-score': 0.6344259600636438, 'support': 917}}",0.37
3,clf,rforest,max,all,ALL_YES_1_1_1,60_240,included,basic,0.77,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",0.75,0.70,0.75,0.55,682.00,235.00,"{'0': {'precision': 0.7508379888268156, 'recall': 0.9853372434017595, 'f1-score': 0.8522511097019657, 'support': 682}, '1': {'precision': 0.5454545454545454, 'recall': 0.05106382978723404, 'f1-score': 0.0933852140077821, 'support': 235}, 'micro avg': {'precision': 0.7459105779716467, 'recall': 0.7459105779716467, 'f1-score': 0.7459105779716467, 'support': 917}, 'macro avg': {'precision': 0.6481462671406806, 'recall': 0.5182005365944968, 'f1-score': 0.4728181618548739, 'support': 917}, 'weighted avg': {'precision': 0.6982042819647835, 'recall': 0.7459105779716467, 'f1-score': 0.657776207315779, 'support': 917}}",15.10
4,clf,xgb,max,all,ALL_YES_1_1_1,60_240,included,basic,0.77,{'n_estimators': 10},0.74,0.69,0.75,0.54,682.00,235.00,"{'0': {'precision': 0.7477876106194691, 'recall': 0.9912023460410557, 'f1-score': 0.8524590163934427, 'support': 682}, '1': {'precision': 0.5384615384615384, 'recall': 0.029787234042553193, 'f1-score': 0.056451612903225805, 'support': 235}, 'micro avg': {'precision': 0.7448200654307524, 'recall': 0.7448200654307524, 'f1-score': 0.7448200654307524, 'support': 917}, 'macro avg': {'precision': 0.6431245745405038, 'recall': 0.5104947900418044, 'f1-score': 0.4544553146483342, 'support': 917}, 'weighted avg': {'precision': 0.6941435245157463, 'recall': 0.7448200654307524, 'f1-score': 0.6484658431980218, 'support': 917}}",0.22
5,clf,gboosting,max,all,ALL_YES_1_1_1,60_240,included,basic,0.76,{'n_estimators': 10},0.74,0.55,0.74,0.00,682.00,235.00,"{'0': {'precision': 0.7437295528898582, 'recall': 1.0, 'f1-score': 0.8530331457160725, 'support': 682}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 235}, 'micro avg': {'precision': 0.7437295528898582, 'recall': 0.7437295528898582, 'f1-score': 0.7437295528898581, 'support': 917}, 'macro avg': {'precision': 0.3718647764449291, 'recall': 0.5, 'f1-score': 0.42651657285803624, 'support': 917}, 'weighted avg': {'precision': 0.5531336478417485, 'recall': 0.7437295528898582, 'f1-score': 0.6344259600636438, 'support': 917}}",0.53
6,clf,ada,max,all,ALL_YES_1_1_1,60_240,included,basic,0.76,{'n_estimators': 10},0.74,0.69,0.75,0.51,682.00,235.00,"{'0': {'precision': 0.753968253968254, 'recall': 0.9750733137829912, 'f1-score': 0.8503836317135549, 'support': 682}, '1': {'precision': 0.5142857142857142, 'recall': 0.07659574468085106, 'f1-score': 0.13333333333333333, 'support': 235}, 'micro avg': {'precision': 0.7448200654307524, 'recall': 0.7448200654307524, 'f1-score': 0.7448200654307524, 'support': 917}, 'macro avg': {'precision': 0.6341269841269841, 'recall': 0.5258345292319211, 'f1-score': 0.4918584825234441, 'support': 917}, 'weighted avg': {'precision': 0.6925447023593152, 'recall': 0.7448200654307524, 'f1-score': 0.6666248311471951, 'support': 917}}",0.58
0,reg,kn,max,all,ALL_YES_1_1_1,60_240,included,basic,21.35,{'n_neighbors': 81},,,,,,,25.26,4.44
1,reg,svr-rbf,max,all,ALL_YES_1_1_1,60_240,included,basic,23.47,"{'C': 5, 'gamma': 3}",,,,,,,27.76,3.18
2,reg,dtree,max,all,ALL_YES_1_1_1,60_240,included,basic,21.32,"{'max_depth': 4, 'min_samples_leaf': 250}",,,,,,,25.03,0.36
3,reg,rforest,max,all,ALL_YES_1_1_1,60_240,included,basic,21.01,"{'max_depth': 6, 'min_samples_leaf': 20, 'n_estimators': 100}",,,,,,,24.79,34.83
4,reg,xgb,max,all,ALL_YES_1_1_1,60_240,included,basic,21.17,{'n_estimators': 50},,,,,,,24.68,0.24
5,reg,gboosting,max,all,ALL_YES_1_1_1,60_240,included,basic,21.28,{'n_estimators': 50},,,,,,,24.85,0.47
6,reg,ada,max,all,ALL_YES_1_1_1,60_240,included,basic,24.26,{'n_estimators': 10},,,,,,,26.91,0.54
0,clf,kn,min,all,ALL_YES_1_1_1,60_240,included,basic,0.78,{'n_neighbors': 51},0.79,0.73,0.80,0.44,729.00,188.00,"{'0': {'precision': 0.7973568281938326, 'recall': 0.9931412894375857, 'f1-score': 0.8845448992058644, 'support': 729}, '1': {'precision': 0.4444444444444444, 'recall': 0.02127659574468085, 'f1-score': 0.04060913705583757, 'support': 188}, 'micro avg': {'precision': 0.7938931297709924, 'recall': 0.7938931297709924, 'f1-score': 0.7938931297709924, 'support': 917}, 'macro avg': {'precision': 0.6209006363191385, 'recall': 0.5072089425911332, 'f1-score': 0.462577018130851, 'support': 917}, 'weighted avg': {'precision': 0.7250040166945032, 'recall': 0.7938931297709924, 'f1-score': 0.7115242631271239, 'support': 917}}",4.42
1,clf,svc-rbf,min,all,ALL_YES_1_1_1,60_240,included,basic,0.77,"{'C': 1, 'gamma': 1}",0.79,0.63,0.79,0.00,729.00,188.00,"{'0': {'precision': 0.7949836423118866, 'recall': 1.0, 'f1-score': 0.8857837181044957, 'support': 729}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 188}, 'micro avg': {'precision': 0.7949836423118866, 'recall': 0.7949836423118866, 'f1-score': 0.7949836423118866, 'support': 917}, 'macro avg': {'precision': 0.3974918211559433, 'recall': 0.5, 'f1-score': 0.44289185905224787, 'support': 917}, 'weighted avg': {'precision': 0.6319989915434736, 'recall': 0.7949836423118866, 'f1-score': 0.7041835665192774, 'support': 917}}",3.42
2,clf,dtree,min,all,ALL_YES_1_1_1,60_240,included,basic,0.77,"{'max_depth': 3, 'min_samples_leaf': 50}",0.79,0.74,0.81,0.44,729.00,188.00,"{'0': {'precision': 0.8138987043580683, 'recall': 0.9478737997256516, 'f1-score': 0.8757921419518379, 'support': 729}, '1': {'precision': 0.4411764705882353, 'recall': 0.1595744680851064, 'f1-score': 0.234375, 'support': 188}, 'micro avg': {'precision': 0.7862595419847328, 'recall': 0.7862595419847328, 'f1-score': 0.7862595419847328, 'support': 917}, 'macro avg': {'precision': 0.6275375874731518, 'recall': 0.553724133905379, 'f1-score': 0.555083570975919, 'support': 917}, 'weighted avg': {'precision': 0.7374845495611997, 'recall': 0.7862595419847328, 'f1-score': 0.7442911357501525, 'support': 917}}",0.32
3,clf,rforest,min,all,ALL_YES_1_1_1,60_240,included,basic,0.78,"{'max_depth': 7, 'min_samples_leaf': 30, 'n_estimators': 50}",0.80,0.75,0.80,0.55,729.00,188.00,"{'0': {'precision': 0.8033519553072626, 'recall': 0.9862825788751715, 'f1-score': 0.8854679802955665, 'support': 729}, '1': {'precision': 0.5454545454545454, 'recall': 0.06382978723404255, 'f1-score': 0.11428571428571427, 'support': 188}, 'micro avg': {'precision': 0.797164667393675, 'recall': 0.797164667393675, 'f1-score': 0.7971646673936749, 'support': 917}, 'macro avg': {'precision': 0.674403250380904, 'recall': 0.525056183054607, 'f1-score': 0.4998768472906404, 'support': 917}, 'weighted avg': {'precision': 0.7504787676820599, 'recall': 0.797164667393675, 'f1-score': 0.7273630010045607, 'support': 917}}",13.07
4,clf,xgb,min,all,ALL_YES_1_1_1,60_240,included,basic,0.78,{'n_estimators': 10},0.79,0.72,0.80,0.44,729.00,188.00,"{'0': {'precision': 0.7991120976692564, 'recall': 0.9876543209876543, 'f1-score': 0.883435582822086, 'support': 729}, '1': {'precision': 0.4375, 'recall': 0.03723404255319149, 'f1-score': 0.06862745098039215, 'support': 188}, 'micro avg': {'precision': 0.7928026172300982, 'recall': 0.7928026172300982, 'f1-score': 0.7928026172300982, 'support': 917}, 'macro avg': {'precision': 0.6183060488346281, 'recall': 0.5124441817704228, 'f1-score': 0.47603151690123907, 'support': 917}, 'weighted avg': {'precision': 0.7249757025091472, 'recall': 0.7928026172300982, 'f1-score': 0.7163865874172458, 'support': 917}}",0.20
5,clf,gboosting,min,all,ALL_YES_1_1_1,60_240,included,basic,0.77,{'n_estimators': 10},0.79,0.63,0.79,0.00,729.00,188.00,"{'0': {'precision': 0.7947598253275109, 'recall': 0.9986282578875172, 'f1-score': 0.8851063829787235, 'support': 729}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 188}, 'micro avg': {'precision': 0.7938931297709924, 'recall': 0.7938931297709924, 'f1-score': 0.7938931297709924, 'support': 917}, 'macro avg': {'precision': 0.39737991266375544, 'recall': 0.4993141289437586, 'f1-score': 0.44255319148936173, 'support': 917}, 'weighted avg': {'precision': 0.6318210607020234, 'recall': 0.7938931297709924, 'f1-score': 0.7036450961739251, 'support': 917}}",0.46
6,clf,ada,min,all,ALL_YES_1_1_1,60_240,included,basic,0.78,{'n_estimators': 10},0.78,0.73,0.81,0.42,729.00,188.00,"{'0': {'precision': 0.8130177514792899, 'recall': 0.9423868312757202, 'f1-score': 0.8729351969504447, 'support': 729}, '1': {'precision': 0.4166666666666667, 'recall': 0.1595744680851064, 'f1-score': 0.2307692307692308, 'support': 188}, 'micro avg': {'precision': 0.781897491821156, 'recall': 0.781897491821156, 'f1-score': 0.7818974918211559, 'support': 917}, 'macro avg': {'precision': 0.6148422090729783, 'recall': 0.5509806496804133, 'f1-score': 0.5518522138598377, 'support': 917}, 'weighted avg': {'precision': 0.7317592957052734, 'recall': 0.781897491821156, 'f1-score': 0.741280669532704, 'support': 917}}",0.51
0,reg,kn,min,all,ALL_YES_1_1_1,60_240,included,basic,19.57,{'n_neighbors': 51},,,,,,,19.05,4.24
1,reg,svr-rbf,min,all,ALL_YES_1_1_1,60_240,included,basic,21.79,"{'C': 5, 'gamma': 1}",,,,,,,20.83,2.91
2,reg,dtree,min,all,ALL_YES_1_1_1,60_240,included,basic,19.50,"{'max_depth': 4, 'min_samples_leaf': 150}",,,,,,,18.90,0.32
3,reg,rforest,min,all,ALL_YES_1_1_1,60_240,included,basic,19.12,"{'max_depth': 6, 'min_samples_leaf': 10, 'n_estimators': 200}",,,,,,,18.56,30.44
4,reg,xgb,min,all,ALL_YES_1_1_1,60_240,included,basic,19.14,{'n_estimators': 50},,,,,,,18.63,0.21
5,reg,gboosting,min,all,ALL_YES_1_1_1,60_240,included,basic,19.18,{'n_estimators': 50},,,,,,,19.02,0.41
6,reg,ada,min,all,ALL_YES_1_1_1,60_240,included,basic,21.36,{'n_estimators': 10},,,,,,,21.87,0.42
0,clf,kn,max,basic,ALL_YES_3_2_1,60_240,included,basic,0.77,{'n_neighbors': 51},0.75,0.72,0.75,0.62,682.00,235.00,"{'0': {'precision': 0.746974697469747, 'recall': 0.9956011730205279, 'f1-score': 0.8535512256442489, 'support': 682}, '1': {'precision': 0.625, 'recall': 0.02127659574468085, 'f1-score': 0.0411522633744856, 'support': 235}, 'micro avg': {'precision': 0.7459105779716467, 'recall': 0.7459105779716467, 'f1-score': 0.7459105779716467, 'support': 917}, 'macro avg': {'precision': 0.6859873487348735, 'recall': 0.5084388843826043, 'f1-score': 0.44735174450936727, 'support': 917}, 'weighted avg': {'precision': 0.7157161872130506, 'recall': 0.7459105779716467, 'f1-score': 0.6453573803515614, 'support': 917}}",3.69
1,clf,svc-rbf,max,basic,ALL_YES_3_2_1,60_240,included,basic,0.77,"{'C': 1, 'gamma': 1}",0.74,0.55,0.74,0.00,682.00,235.00,"{'0': {'precision': 0.7437295528898582, 'recall': 1.0, 'f1-score': 0.8530331457160725, 'support': 682}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 235}, 'micro avg': {'precision': 0.7437295528898582, 'recall': 0.7437295528898582, 'f1-score': 0.7437295528898581, 'support': 917}, 'macro avg': {'precision': 0.3718647764449291, 'recall': 0.5, 'f1-score': 0.42651657285803624, 'support': 917}, 'weighted avg': {'precision': 0.5531336478417485, 'recall': 0.7437295528898582, 'f1-score': 0.6344259600636438, 'support': 917}}",2.75
2,clf,dtree,max,basic,ALL_YES_3_2_1,60_240,included,basic,0.77,"{'max_depth': 2, 'min_samples_leaf': 100}",0.74,0.55,0.74,0.00,682.00,235.00,"{'0': {'precision': 0.7437295528898582, 'recall': 1.0, 'f1-score': 0.8530331457160725, 'support': 682}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 235}, 'micro avg': {'precision': 0.7437295528898582, 'recall': 0.7437295528898582, 'f1-score': 0.7437295528898581, 'support': 917}, 'macro avg': {'precision': 0.3718647764449291, 'recall': 0.5, 'f1-score': 0.42651657285803624, 'support': 917}, 'weighted avg': {'precision': 0.5531336478417485, 'recall': 0.7437295528898582, 'f1-score': 0.6344259600636438, 'support': 917}}",0.31
3,clf,rforest,max,basic,ALL_YES_3_2_1,60_240,included,basic,0.77,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 50}",0.75,0.74,0.76,0.71,682.00,235.00,"{'0': {'precision': 0.7558790593505039, 'recall': 0.9897360703812317, 'f1-score': 0.8571428571428572, 'support': 682}, '1': {'precision': 0.7083333333333334, 'recall': 0.07234042553191489, 'f1-score': 0.13127413127413126, 'support': 235}, 'micro avg': {'precision': 0.7546346782988005, 'recall': 0.7546346782988005, 'f1-score': 0.7546346782988005, 'support': 917}, 'macro avg': {'precision': 0.7321061963419186, 'recall': 0.5310382479565733, 'f1-score': 0.4942084942084942, 'support': 917}, 'weighted avg': {'precision': 0.7436944948859073, 'recall': 0.7546346782988005, 'f1-score': 0.67112415422121, 'support': 917}}",12.60
4,clf,xgb,max,basic,ALL_YES_3_2_1,60_240,included,basic,0.77,{'n_estimators': 50},0.75,0.71,0.76,0.57,682.00,235.00,"{'0': {'precision': 0.758266818700114, 'recall': 0.9750733137829912, 'f1-score': 0.8531109685695959, 'support': 682}, '1': {'precision': 0.575, 'recall': 0.09787234042553192, 'f1-score': 0.16727272727272727, 'support': 235}, 'micro avg': {'precision': 0.7502726281352236, 'recall': 0.7502726281352236, 'f1-score': 0.7502726281352236, 'support': 917}, 'macro avg': {'precision': 0.666633409350057, 'recall': 0.5364728271042616, 'f1-score': 0.5101918479211616, 'support': 917}, 'weighted avg': {'precision': 0.7113009491313824, 'recall': 0.7502726281352236, 'f1-score': 0.677350895827214, 'support': 917}}",0.21
5,clf,gboosting,max,basic,ALL_YES_3_2_1,60_240,included,basic,0.77,{'n_estimators': 50},0.75,0.70,0.76,0.53,682.00,235.00,"{'0': {'precision': 0.7592165898617511, 'recall': 0.966275659824047, 'f1-score': 0.8503225806451613, 'support': 682}, '1': {'precision': 0.5306122448979592, 'recall': 0.11063829787234042, 'f1-score': 0.18309859154929575, 'support': 235}, 'micro avg': {'precision': 0.7470010905125409, 'recall': 0.7470010905125409, 'f1-score': 0.7470010905125409, 'support': 917}, 'macro avg': {'precision': 0.6449144173798551, 'recall': 0.5384569788481937, 'f1-score': 0.5167105860972285, 'support': 917}, 'weighted avg': {'precision': 0.7006320521665591, 'recall': 0.7470010905125409, 'f1-score': 0.6793327906369514, 'support': 917}}",0.48
6,clf,ada,max,basic,ALL_YES_3_2_1,60_240,included,basic,0.76,{'n_estimators': 10},0.74,0.69,0.75,0.51,682.00,235.00,"{'0': {'precision': 0.753968253968254, 'recall': 0.9750733137829912, 'f1-score': 0.8503836317135549, 'support': 682}, '1': {'precision': 0.5142857142857142, 'recall': 0.07659574468085106, 'f1-score': 0.13333333333333333, 'support': 235}, 'micro avg': {'precision': 0.7448200654307524, 'recall': 0.7448200654307524, 'f1-score': 0.7448200654307524, 'support': 917}, 'macro avg': {'precision': 0.6341269841269841, 'recall': 0.5258345292319211, 'f1-score': 0.4918584825234441, 'support': 917}, 'weighted avg': {'precision': 0.6925447023593152, 'recall': 0.7448200654307524, 'f1-score': 0.6666248311471951, 'support': 917}}",0.53
