,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
1,clf,svc-rbf,max,basic,ALL_YES_1_1_1,0_120,included,basic,0.77,"{'C': 1, 'gamma': 1}",0.78,0.60,0.78,1.00,0.00,0.00,712.00,205.00,"{'0': {'precision': 0.7764449291166848, 'recall': 1.0, 'f1-score': 0.8741559238796808, 'support': 712}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 205}, 'micro avg': {'precision': 0.7764449291166848, 'recall': 0.7764449291166848, 'f1-score': 0.7764449291166848, 'support': 917}, 'macro avg': {'precision': 0.3882224645583424, 'recall': 0.5, 'f1-score': 0.4370779619398404, 'support': 917}, 'weighted avg': {'precision': 0.6028667279510137, 'recall': 0.7764449291166848, 'f1-score': 0.6787339343536889, 'support': 917}}",3.86
2,clf,dtree,max,basic,ALL_YES_1_1_1,0_120,included,basic,0.77,"{'max_depth': 3, 'min_samples_leaf': 100}",0.78,0.60,0.78,1.00,0.00,0.00,712.00,205.00,"{'0': {'precision': 0.7764449291166848, 'recall': 1.0, 'f1-score': 0.8741559238796808, 'support': 712}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 205}, 'micro avg': {'precision': 0.7764449291166848, 'recall': 0.7764449291166848, 'f1-score': 0.7764449291166848, 'support': 917}, 'macro avg': {'precision': 0.3882224645583424, 'recall': 0.5, 'f1-score': 0.4370779619398404, 'support': 917}, 'weighted avg': {'precision': 0.6028667279510137, 'recall': 0.7764449291166848, 'f1-score': 0.6787339343536889, 'support': 917}}",0.31
3,clf,rforest,max,basic,ALL_YES_1_1_1,0_120,included,basic,0.77,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 100}",0.78,0.74,0.78,1.00,0.60,0.01,712.00,205.00,"{'0': {'precision': 0.7785087719298246, 'recall': 0.9971910112359551, 'f1-score': 0.8743842364532021, 'support': 712}, '1': {'precision': 0.6, 'recall': 0.014634146341463415, 'f1-score': 0.028571428571428574, 'support': 205}, 'micro avg': {'precision': 0.777535441657579, 'recall': 0.777535441657579, 'f1-score': 0.777535441657579, 'support': 917}, 'macro avg': {'precision': 0.6892543859649123, 'recall': 0.5059125787887092, 'f1-score': 0.4514778325123153, 'support': 917}, 'weighted avg': {'precision': 0.7386022307677591, 'recall': 0.777535441657579, 'f1-score': 0.6852984942331765, 'support': 917}}",17.97
4,clf,xgb,max,basic,ALL_YES_1_1_1,0_120,included,basic,0.77,{'n_estimators': 100},0.78,0.72,0.79,0.97,0.49,0.09,712.00,205.00,"{'0': {'precision': 0.7881548974943052, 'recall': 0.9719101123595506, 'f1-score': 0.8704402515723271, 'support': 712}, '1': {'precision': 0.48717948717948717, 'recall': 0.09268292682926829, 'f1-score': 0.15573770491803277, 'support': 205}, 'micro avg': {'precision': 0.7753544165757906, 'recall': 0.7753544165757906, 'f1-score': 0.7753544165757906, 'support': 917}, 'macro avg': {'precision': 0.6376671923368962, 'recall': 0.5322965195944095, 'f1-score': 0.51308897824518, 'support': 917}, 'weighted avg': {'precision': 0.7208703183072412, 'recall': 0.7753544165757906, 'f1-score': 0.7106648730945404, 'support': 917}}",0.23
5,clf,gboosting,max,basic,ALL_YES_1_1_1,0_120,included,basic,0.77,{'n_estimators': 100},0.78,0.72,0.79,0.97,0.49,0.10,712.00,205.00,"{'0': {'precision': 0.7894736842105263, 'recall': 0.9691011235955056, 'f1-score': 0.8701134930643126, 'support': 712}, '1': {'precision': 0.4883720930232558, 'recall': 0.1024390243902439, 'f1-score': 0.16935483870967744, 'support': 205}, 'micro avg': {'precision': 0.7753544165757906, 'recall': 0.7753544165757906, 'f1-score': 0.7753544165757906, 'support': 917}, 'macro avg': {'precision': 0.6389228886168911, 'recall': 0.5357700739928748, 'f1-score': 0.5197341658869951, 'support': 917}, 'weighted avg': {'precision': 0.7221608966495772, 'recall': 0.7753544165757906, 'f1-score': 0.7134553424179657, 'support': 917}}",0.51
6,clf,ada,max,basic,ALL_YES_1_1_1,0_120,included,basic,0.77,{'n_estimators': 100},0.77,0.71,0.79,0.96,0.44,0.12,712.00,205.00,"{'0': {'precision': 0.7902665121668598, 'recall': 0.9578651685393258, 'f1-score': 0.866031746031746, 'support': 712}, '1': {'precision': 0.4444444444444444, 'recall': 0.11707317073170732, 'f1-score': 0.18532818532818535, 'support': 205}, 'micro avg': {'precision': 0.7699018538713195, 'recall': 0.7699018538713195, 'f1-score': 0.7699018538713195, 'support': 917}, 'macro avg': {'precision': 0.6173554783056521, 'recall': 0.5374691696355166, 'f1-score': 0.5256799656799657, 'support': 917}, 'weighted avg': {'precision': 0.7129562353041605, 'recall': 0.7699018538713195, 'f1-score': 0.7138570132681366, 'support': 917}}",0.62
0,reg,kn,max,basic,ALL_YES_1_1_1,0_120,included,basic,21.38,{'n_neighbors': 41},,,,,,,,,21.62,1.88
1,reg,svr-rbf,max,basic,ALL_YES_1_1_1,0_120,included,basic,24.12,"{'C': 5, 'gamma': 3}",,,,,,,,,24.10,3.56
2,reg,dtree,max,basic,ALL_YES_1_1_1,0_120,included,basic,21.59,"{'max_depth': 4, 'min_samples_leaf': 250}",,,,,,,,,21.42,0.30
3,reg,rforest,max,basic,ALL_YES_1_1_1,0_120,included,basic,21.06,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",,,,,,,,,20.69,27.87
4,reg,xgb,max,basic,ALL_YES_1_1_1,0_120,included,basic,21.29,{'n_estimators': 100},,,,,,,,,20.83,0.22
5,reg,gboosting,max,basic,ALL_YES_1_1_1,0_120,included,basic,21.38,{'n_estimators': 100},,,,,,,,,20.88,0.39
6,reg,ada,max,basic,ALL_YES_1_1_1,0_120,included,basic,23.44,{'n_estimators': 10},,,,,,,,,22.17,0.53
0,clf,kn,min,basic,ALL_YES_1_1_1,0_120,included,basic,0.79,{'n_neighbors': 21},0.78,0.73,0.80,0.97,0.48,0.10,721.00,196.00,"{'0': {'precision': 0.7988571428571428, 'recall': 0.9694868238557559, 'f1-score': 0.87593984962406, 'support': 721}, '1': {'precision': 0.47619047619047616, 'recall': 0.10204081632653061, 'f1-score': 0.1680672268907563, 'support': 196}, 'micro avg': {'precision': 0.7840785169029444, 'recall': 0.7840785169029444, 'f1-score': 0.7840785169029444, 'support': 917}, 'macro avg': {'precision': 0.6375238095238095, 'recall': 0.5357638200911432, 'f1-score': 0.5220035382574082, 'support': 917}, 'weighted avg': {'precision': 0.72989022173755, 'recall': 0.7840785169029444, 'f1-score': 0.7246388310245754, 'support': 917}}",1.98
1,clf,svc-rbf,min,basic,ALL_YES_1_1_1,0_120,included,basic,0.77,"{'C': 1, 'gamma': 1}",0.79,0.62,0.79,1.00,0.00,0.00,721.00,196.00,"{'0': {'precision': 0.7862595419847328, 'recall': 1.0, 'f1-score': 0.8803418803418803, 'support': 721}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 196}, 'micro avg': {'precision': 0.7862595419847328, 'recall': 0.7862595419847328, 'f1-score': 0.7862595419847328, 'support': 917}, 'macro avg': {'precision': 0.3931297709923664, 'recall': 0.5, 'f1-score': 0.44017094017094016, 'support': 917}, 'weighted avg': {'precision': 0.6182040673620418, 'recall': 0.7862595419847328, 'f1-score': 0.6921772036275853, 'support': 917}}",3.87
2,clf,dtree,min,basic,ALL_YES_1_1_1,0_120,included,basic,0.78,"{'max_depth': 5, 'min_samples_leaf': 10}",0.78,0.73,0.80,0.96,0.46,0.13,721.00,196.00,"{'0': {'precision': 0.8018539976825029, 'recall': 0.9597780859916782, 'f1-score': 0.8737373737373737, 'support': 721}, '1': {'precision': 0.46296296296296297, 'recall': 0.12755102040816327, 'f1-score': 0.2, 'support': 196}, 'micro avg': {'precision': 0.781897491821156, 'recall': 0.781897491821156, 'f1-score': 0.7818974918211559, 'support': 917}, 'macro avg': {'precision': 0.6324084803227329, 'recall': 0.5436645531999208, 'f1-score': 0.5368686868686868, 'support': 917}, 'weighted avg': {'precision': 0.7294192727042806, 'recall': 0.781897491821156, 'f1-score': 0.7297324388927442, 'support': 917}}",0.31
3,clf,rforest,min,basic,ALL_YES_1_1_1,0_120,included,basic,0.78,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 10}",0.78,0.72,0.79,0.98,0.43,0.06,721.00,196.00,"{'0': {'precision': 0.7930258717660292, 'recall': 0.9778085991678225, 'f1-score': 0.8757763975155279, 'support': 721}, '1': {'precision': 0.42857142857142855, 'recall': 0.061224489795918366, 'f1-score': 0.10714285714285714, 'support': 196}, 'micro avg': {'precision': 0.781897491821156, 'recall': 0.781897491821156, 'f1-score': 0.7818974918211559, 'support': 917}, 'macro avg': {'precision': 0.6107986501687289, 'recall': 0.5195165444818705, 'f1-score': 0.4914596273291925, 'support': 917}, 'weighted avg': {'precision': 0.7151272121519161, 'recall': 0.781897491821156, 'f1-score': 0.7114883125503769, 'support': 917}}",18.95
4,clf,xgb,min,basic,ALL_YES_1_1_1,0_120,included,basic,0.78,{'n_estimators': 50},0.79,0.75,0.81,0.96,0.54,0.16,721.00,196.00,"{'0': {'precision': 0.8081395348837209, 'recall': 0.9639389736477115, 'f1-score': 0.879190385831752, 'support': 721}, '1': {'precision': 0.543859649122807, 'recall': 0.15816326530612246, 'f1-score': 0.2450592885375494, 'support': 196}, 'micro avg': {'precision': 0.7917121046892039, 'recall': 0.7917121046892039, 'f1-score': 0.7917121046892039, 'support': 917}, 'macro avg': {'precision': 0.675999592003264, 'recall': 0.561051119476917, 'f1-score': 0.5621248371846507, 'support': 917}, 'weighted avg': {'precision': 0.7516522310569607, 'recall': 0.7917121046892039, 'f1-score': 0.7436509146543652, 'support': 917}}",0.22
5,clf,gboosting,min,basic,ALL_YES_1_1_1,0_120,included,basic,0.78,{'n_estimators': 50},0.79,0.75,0.80,0.97,0.53,0.13,721.00,196.00,"{'0': {'precision': 0.803448275862069, 'recall': 0.9694868238557559, 'f1-score': 0.8786926461345066, 'support': 721}, '1': {'precision': 0.5319148936170213, 'recall': 0.12755102040816327, 'f1-score': 0.20576131687242802, 'support': 196}, 'micro avg': {'precision': 0.7895310796074155, 'recall': 0.7895310796074155, 'f1-score': 0.7895310796074155, 'support': 917}, 'macro avg': {'precision': 0.6676815847395452, 'recall': 0.5485189221319596, 'f1-score': 0.5422269815034673, 'support': 917}, 'weighted avg': {'precision': 0.7454106063745779, 'recall': 0.7895310796074155, 'f1-score': 0.7348599956052073, 'support': 917}}",0.53
6,clf,ada,min,basic,ALL_YES_1_1_1,0_120,included,basic,0.79,{'n_estimators': 100},0.78,0.74,0.81,0.94,0.47,0.19,721.00,196.00,"{'0': {'precision': 0.8102625298329356, 'recall': 0.941747572815534, 'f1-score': 0.8710711994868505, 'support': 721}, '1': {'precision': 0.46835443037974683, 'recall': 0.18877551020408162, 'f1-score': 0.2690909090909091, 'support': 196}, 'micro avg': {'precision': 0.7808069792802618, 'recall': 0.7808069792802618, 'f1-score': 0.7808069792802618, 'support': 917}, 'macro avg': {'precision': 0.6393084801063412, 'recall': 0.5652615415098078, 'f1-score': 0.5700810542888798, 'support': 917}, 'weighted avg': {'precision': 0.7371829360566815, 'recall': 0.7808069792802618, 'f1-score': 0.7424036565014585, 'support': 917}}",0.71
0,reg,kn,min,basic,ALL_YES_1_1_1,0_120,included,basic,20.62,{'n_neighbors': 41},,,,,,,,,18.83,2.49
1,reg,svr-rbf,min,basic,ALL_YES_1_1_1,0_120,included,basic,23.91,"{'C': 5, 'gamma': 1}",,,,,,,,,21.33,3.74
2,reg,dtree,min,basic,ALL_YES_1_1_1,0_120,included,basic,20.69,"{'max_depth': 5, 'min_samples_leaf': 50}",,,,,,,,,19.18,0.32
3,reg,rforest,min,basic,ALL_YES_1_1_1,0_120,included,basic,20.11,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",,,,,,,,,18.65,27.26
4,reg,xgb,min,basic,ALL_YES_1_1_1,0_120,included,basic,20.37,{'n_estimators': 50},,,,,,,,,18.50,0.21
5,reg,gboosting,min,basic,ALL_YES_1_1_1,0_120,included,basic,20.50,{'n_estimators': 50},,,,,,,,,18.62,0.38
6,reg,ada,min,basic,ALL_YES_1_1_1,0_120,included,basic,22.27,{'n_estimators': 10},,,,,,,,,21.95,0.42
0,clf,kn,max,basic,ALL_YES_3_2_1,0_120,included,basic,0.77,{'n_neighbors': 81},0.78,0.74,0.78,0.99,0.60,0.03,712.00,205.00,"{'0': {'precision': 0.7805953693495039, 'recall': 0.9943820224719101, 'f1-score': 0.8746139592340951, 'support': 712}, '1': {'precision': 0.6, 'recall': 0.02926829268292683, 'f1-score': 0.0558139534883721, 'support': 205}, 'micro avg': {'precision': 0.7786259541984732, 'recall': 0.7786259541984732, 'f1-score': 0.7786259541984732, 'support': 917}, 'macro avg': {'precision': 0.6902976846747519, 'recall': 0.5118251575774184, 'f1-score': 0.46521395636123364, 'support': 917}, 'weighted avg': {'precision': 0.740222358753377, 'recall': 0.7786259541984732, 'f1-score': 0.6915670659103511, 'support': 917}}",2.45
1,clf,svc-rbf,max,basic,ALL_YES_3_2_1,0_120,included,basic,0.77,"{'C': 1, 'gamma': 1}",0.78,0.60,0.78,1.00,0.00,0.00,712.00,205.00,"{'0': {'precision': 0.7764449291166848, 'recall': 1.0, 'f1-score': 0.8741559238796808, 'support': 712}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 205}, 'micro avg': {'precision': 0.7764449291166848, 'recall': 0.7764449291166848, 'f1-score': 0.7764449291166848, 'support': 917}, 'macro avg': {'precision': 0.3882224645583424, 'recall': 0.5, 'f1-score': 0.4370779619398404, 'support': 917}, 'weighted avg': {'precision': 0.6028667279510137, 'recall': 0.7764449291166848, 'f1-score': 0.6787339343536889, 'support': 917}}",3.92
2,clf,dtree,max,basic,ALL_YES_3_2_1,0_120,included,basic,0.77,"{'max_depth': 3, 'min_samples_leaf': 20}",0.77,0.67,0.78,0.98,0.30,0.03,712.00,205.00,"{'0': {'precision': 0.778149386845039, 'recall': 0.9803370786516854, 'f1-score': 0.867619639527657, 'support': 712}, '1': {'precision': 0.3, 'recall': 0.02926829268292683, 'f1-score': 0.05333333333333334, 'support': 205}, 'micro avg': {'precision': 0.7677208287895311, 'recall': 0.7677208287895311, 'f1-score': 0.7677208287895311, 'support': 917}, 'macro avg': {'precision': 0.5390746934225195, 'recall': 0.5048026856673061, 'f1-score': 0.46047648643049516, 'support': 917}, 'weighted avg': {'precision': 0.6712566667760826, 'recall': 0.7677208287895311, 'f1-score': 0.685581806627072, 'support': 917}}",0.32
3,clf,rforest,max,basic,ALL_YES_3_2_1,0_120,included,basic,0.77,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 100}",0.78,0.70,0.78,0.99,0.44,0.02,712.00,205.00,"{'0': {'precision': 0.7786343612334802, 'recall': 0.9929775280898876, 'f1-score': 0.8728395061728395, 'support': 712}, '1': {'precision': 0.4444444444444444, 'recall': 0.01951219512195122, 'f1-score': 0.037383177570093455, 'support': 205}, 'micro avg': {'precision': 0.7753544165757906, 'recall': 0.7753544165757906, 'f1-score': 0.7753544165757906, 'support': 917}, 'macro avg': {'precision': 0.6115394028389622, 'recall': 0.5062448616059194, 'f1-score': 0.45511134187146646, 'support': 917}, 'weighted avg': {'precision': 0.7039245106972181, 'recall': 0.7753544165757906, 'f1-score': 0.6860690074121383, 'support': 917}}",18.82
4,clf,xgb,max,basic,ALL_YES_3_2_1,0_120,included,basic,0.77,{'n_estimators': 100},0.78,0.72,0.78,0.98,0.48,0.06,712.00,205.00,"{'0': {'precision': 0.7836322869955157, 'recall': 0.9817415730337079, 'f1-score': 0.8715710723192021, 'support': 712}, '1': {'precision': 0.48, 'recall': 0.05853658536585366, 'f1-score': 0.10434782608695652, 'support': 205}, 'micro avg': {'precision': 0.7753544165757906, 'recall': 0.7753544165757906, 'f1-score': 0.7753544165757906, 'support': 917}, 'macro avg': {'precision': 0.6318161434977578, 'recall': 0.5201390791997808, 'f1-score': 0.48795944920307927, 'support': 917}, 'weighted avg': {'precision': 0.71575374955377, 'recall': 0.7753544165757906, 'f1-score': 0.7000544251244252, 'support': 917}}",0.23
5,clf,gboosting,max,basic,ALL_YES_3_2_1,0_120,included,basic,0.77,{'n_estimators': 50},0.78,0.73,0.78,0.99,0.52,0.05,712.00,205.00,"{'0': {'precision': 0.7834821428571429, 'recall': 0.9859550561797753, 'f1-score': 0.873134328358209, 'support': 712}, '1': {'precision': 0.5238095238095238, 'recall': 0.05365853658536585, 'f1-score': 0.09734513274336282, 'support': 205}, 'micro avg': {'precision': 0.777535441657579, 'recall': 0.777535441657579, 'f1-score': 0.777535441657579, 'support': 917}, 'macro avg': {'precision': 0.6536458333333334, 'recall': 0.5198067963825705, 'f1-score': 0.48523973055078595, 'support': 917}, 'weighted avg': {'precision': 0.7254310120994963, 'recall': 0.777535441657579, 'f1-score': 0.699702719742022, 'support': 917}}",0.51
6,clf,ada,max,basic,ALL_YES_3_2_1,0_120,included,basic,0.77,{'n_estimators': 100},0.77,0.71,0.79,0.96,0.45,0.13,712.00,205.00,"{'0': {'precision': 0.7916181606519208, 'recall': 0.9550561797752809, 'f1-score': 0.8656906429026098, 'support': 712}, '1': {'precision': 0.4482758620689655, 'recall': 0.12682926829268293, 'f1-score': 0.19771863117870725, 'support': 205}, 'micro avg': {'precision': 0.7699018538713195, 'recall': 0.7699018538713195, 'f1-score': 0.7699018538713195, 'support': 917}, 'macro avg': {'precision': 0.6199470113604432, 'recall': 0.5409427240339819, 'f1-score': 0.5317046370406585, 'support': 917}, 'weighted avg': {'precision': 0.7148622487549678, 'recall': 0.7699018538713195, 'f1-score': 0.7163621124736022, 'support': 917}}",0.64
0,reg,kn,max,basic,ALL_YES_3_2_1,0_120,included,basic,21.42,{'n_neighbors': 31},,,,,,,,,21.65,2.31
1,reg,svr-rbf,max,basic,ALL_YES_3_2_1,0_120,included,basic,24.12,"{'C': 5, 'gamma': 4}",,,,,,,,,24.10,3.52
2,reg,dtree,max,basic,ALL_YES_3_2_1,0_120,included,basic,21.59,"{'max_depth': 4, 'min_samples_leaf': 250}",,,,,,,,,21.42,0.30
3,reg,rforest,max,basic,ALL_YES_3_2_1,0_120,included,basic,20.99,"{'max_depth': 6, 'min_samples_leaf': 10, 'n_estimators': 100}",,,,,,,,,20.74,29.07
4,reg,xgb,max,basic,ALL_YES_3_2_1,0_120,included,basic,21.28,{'n_estimators': 100},,,,,,,,,20.83,0.22
5,reg,gboosting,max,basic,ALL_YES_3_2_1,0_120,included,basic,21.44,{'n_estimators': 50},,,,,,,,,20.86,0.40
6,reg,ada,max,basic,ALL_YES_3_2_1,0_120,included,basic,23.52,{'n_estimators': 10},,,,,,,,,22.74,0.57
0,clf,kn,min,basic,ALL_YES_3_2_1,0_120,included,basic,0.78,{'n_neighbors': 21},0.79,0.74,0.80,0.97,0.50,0.11,721.00,196.00,"{'0': {'precision': 0.8, 'recall': 0.970873786407767, 'f1-score': 0.8771929824561404, 'support': 721}, '1': {'precision': 0.5, 'recall': 0.10714285714285714, 'f1-score': 0.17647058823529413, 'support': 196}, 'micro avg': {'precision': 0.7862595419847328, 'recall': 0.7862595419847328, 'f1-score': 0.7862595419847328, 'support': 917}, 'macro avg': {'precision': 0.65, 'recall': 0.5390083217753121, 'f1-score': 0.5268317853457173, 'support': 917}, 'weighted avg': {'precision': 0.7358778625954199, 'recall': 0.7862595419847328, 'f1-score': 0.7274202569738222, 'support': 917}}",2.43
1,clf,svc-rbf,min,basic,ALL_YES_3_2_1,0_120,included,basic,0.77,"{'C': 1, 'gamma': 1}",0.79,0.62,0.79,1.00,0.00,0.00,721.00,196.00,"{'0': {'precision': 0.7862595419847328, 'recall': 1.0, 'f1-score': 0.8803418803418803, 'support': 721}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 196}, 'micro avg': {'precision': 0.7862595419847328, 'recall': 0.7862595419847328, 'f1-score': 0.7862595419847328, 'support': 917}, 'macro avg': {'precision': 0.3931297709923664, 'recall': 0.5, 'f1-score': 0.44017094017094016, 'support': 917}, 'weighted avg': {'precision': 0.6182040673620418, 'recall': 0.7862595419847328, 'f1-score': 0.6921772036275853, 'support': 917}}",3.86
2,clf,dtree,min,basic,ALL_YES_3_2_1,0_120,included,basic,0.78,"{'max_depth': 4, 'min_samples_leaf': 20}",0.78,0.72,0.80,0.95,0.41,0.12,721.00,196.00,"{'0': {'precision': 0.79976717112922, 'recall': 0.9528432732316228, 'f1-score': 0.8696202531645569, 'support': 721}, '1': {'precision': 0.41379310344827586, 'recall': 0.12244897959183673, 'f1-score': 0.1889763779527559, 'support': 196}, 'micro avg': {'precision': 0.7753544165757906, 'recall': 0.7753544165757906, 'f1-score': 0.7753544165757906, 'support': 917}, 'macro avg': {'precision': 0.6067801372887479, 'recall': 0.5376461264117297, 'f1-score': 0.5292983155586564, 'support': 917}, 'weighted avg': {'precision': 0.7172688971210793, 'recall': 0.7753544165757906, 'f1-score': 0.7241391195315001, 'support': 917}}",0.32
3,clf,rforest,min,basic,ALL_YES_3_2_1,0_120,included,basic,0.78,"{'max_depth': 6, 'min_samples_leaf': 10, 'n_estimators': 100}",0.79,0.74,0.79,0.99,0.53,0.05,721.00,196.00,"{'0': {'precision': 0.7928730512249443, 'recall': 0.9875173370319001, 'f1-score': 0.8795552810376775, 'support': 721}, '1': {'precision': 0.5263157894736842, 'recall': 0.05102040816326531, 'f1-score': 0.09302325581395349, 'support': 196}, 'micro avg': {'precision': 0.787350054525627, 'recall': 0.787350054525627, 'f1-score': 0.787350054525627, 'support': 917}, 'macro avg': {'precision': 0.6595944203493143, 'recall': 0.5192688725975827, 'f1-score': 0.48628926842581555, 'support': 917}, 'weighted avg': {'precision': 0.7358989800109346, 'recall': 0.787350054525627, 'f1-score': 0.711441565722683, 'support': 917}}",18.39
4,clf,xgb,min,basic,ALL_YES_3_2_1,0_120,included,basic,0.79,{'n_estimators': 50},0.78,0.73,0.80,0.96,0.46,0.13,721.00,196.00,"{'0': {'precision': 0.8025551684088269, 'recall': 0.9583911234396671, 'f1-score': 0.8735777496839444, 'support': 721}, '1': {'precision': 0.4642857142857143, 'recall': 0.1326530612244898, 'f1-score': 0.20634920634920634, 'support': 196}, 'micro avg': {'precision': 0.781897491821156, 'recall': 0.781897491821156, 'f1-score': 0.7818974918211559, 'support': 917}, 'macro avg': {'precision': 0.6334204413472706, 'recall': 0.5455220923320785, 'f1-score': 0.5399634780165754, 'support': 917}, 'weighted avg': {'precision': 0.7302533003519784, 'recall': 0.781897491821156, 'f1-score': 0.7309640152307181, 'support': 917}}",0.22
5,clf,gboosting,min,basic,ALL_YES_3_2_1,0_120,included,basic,0.79,{'n_estimators': 50},0.78,0.73,0.80,0.96,0.47,0.13,721.00,196.00,"{'0': {'precision': 0.802784222737819, 'recall': 0.9597780859916782, 'f1-score': 0.8742893240682249, 'support': 721}, '1': {'precision': 0.4727272727272727, 'recall': 0.1326530612244898, 'f1-score': 0.2071713147410359, 'support': 196}, 'micro avg': {'precision': 0.7829880043620502, 'recall': 0.7829880043620502, 'f1-score': 0.7829880043620502, 'support': 917}, 'macro avg': {'precision': 0.6377557477325458, 'recall': 0.546215573608084, 'f1-score': 0.5407303194046305, 'support': 917}, 'weighted avg': {'precision': 0.7322376990714428, 'recall': 0.7829880043620502, 'f1-score': 0.7316992152043983, 'support': 917}}",0.51
6,clf,ada,min,basic,ALL_YES_3_2_1,0_120,included,basic,0.78,{'n_estimators': 50},0.77,0.72,0.81,0.94,0.42,0.17,721.00,196.00,"{'0': {'precision': 0.8064516129032258, 'recall': 0.9361997226074896, 'f1-score': 0.8664955070603337, 'support': 721}, '1': {'precision': 0.425, 'recall': 0.17346938775510204, 'f1-score': 0.24637681159420288, 'support': 196}, 'micro avg': {'precision': 0.7731733914940022, 'recall': 0.7731733914940022, 'f1-score': 0.7731733914940022, 'support': 917}, 'macro avg': {'precision': 0.6157258064516129, 'recall': 0.5548345551812959, 'f1-score': 0.5564361593272683, 'support': 917}, 'weighted avg': {'precision': 0.7249199704506278, 'recall': 0.7731733914940022, 'f1-score': 0.7339510530675729, 'support': 917}}",0.63
0,reg,kn,min,basic,ALL_YES_3_2_1,0_120,included,basic,20.61,{'n_neighbors': 41},,,,,,,,,18.82,2.40
1,reg,svr-rbf,min,basic,ALL_YES_3_2_1,0_120,included,basic,23.91,"{'C': 5, 'gamma': 4}",,,,,,,,,21.33,3.66
2,reg,dtree,min,basic,ALL_YES_3_2_1,0_120,included,basic,20.69,"{'max_depth': 6, 'min_samples_leaf': 50}",,,,,,,,,19.19,0.32
3,reg,rforest,min,basic,ALL_YES_3_2_1,0_120,included,basic,20.15,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",,,,,,,,,18.62,29.47
4,reg,xgb,min,basic,ALL_YES_3_2_1,0_120,included,basic,20.45,{'n_estimators': 50},,,,,,,,,18.64,0.21
5,reg,gboosting,min,basic,ALL_YES_3_2_1,0_120,included,basic,20.51,{'n_estimators': 50},,,,,,,,,18.66,0.39
6,reg,ada,min,basic,ALL_YES_3_2_1,0_120,included,basic,22.31,{'n_estimators': 10},,,,,,,,,21.63,0.39
0,clf,kn,max,basic,High_NO_1_1_1,0_120,included,basic,0.70,{'n_neighbors': 21},0.74,0.72,0.77,0.91,0.57,0.32,361.00,143.00,"{'0': {'precision': 0.7712264150943396, 'recall': 0.9058171745152355, 'f1-score': 0.8331210191082802, 'support': 361}, '1': {'precision': 0.575, 'recall': 0.32167832167832167, 'f1-score': 0.41255605381165916, 'support': 143}, 'micro avg': {'precision': 0.7400793650793651, 'recall': 0.7400793650793651, 'f1-score': 0.7400793650793651, 'support': 504}, 'macro avg': {'precision': 0.6731132075471697, 'recall': 0.6137477480967786, 'f1-score': 0.6228385364599697, 'support': 504}, 'weighted avg': {'precision': 0.7155510631925727, 'recall': 0.7400793650793651, 'f1-score': 0.7137940547483261, 'support': 504}}",0.72
1,clf,svc-rbf,max,basic,High_NO_1_1_1,0_120,included,basic,0.68,"{'C': 1, 'gamma': 1}",0.72,0.51,0.72,1.00,0.00,0.00,361.00,143.00,"{'0': {'precision': 0.7162698412698413, 'recall': 1.0, 'f1-score': 0.8346820809248554, 'support': 361}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 143}, 'micro avg': {'precision': 0.7162698412698413, 'recall': 0.7162698412698413, 'f1-score': 0.7162698412698412, 'support': 504}, 'macro avg': {'precision': 0.35813492063492064, 'recall': 0.5, 'f1-score': 0.4173410404624277, 'support': 504}, 'weighted avg': {'precision': 0.5130424855127236, 'recall': 0.7162698412698413, 'f1-score': 0.597857601614827, 'support': 504}}",1.14
2,clf,dtree,max,basic,High_NO_1_1_1,0_120,included,basic,0.71,"{'max_depth': 3, 'min_samples_leaf': 100}",0.74,0.72,0.78,0.89,0.57,0.36,361.00,143.00,"{'0': {'precision': 0.7783132530120482, 'recall': 0.8947368421052632, 'f1-score': 0.8324742268041239, 'support': 361}, '1': {'precision': 0.5730337078651685, 'recall': 0.35664335664335667, 'f1-score': 0.4396551724137931, 'support': 143}, 'micro avg': {'precision': 0.7420634920634921, 'recall': 0.7420634920634921, 'f1-score': 0.7420634920634921, 'support': 504}, 'macro avg': {'precision': 0.6756734804386084, 'recall': 0.62569009937431, 'f1-score': 0.6360646996089585, 'support': 504}, 'weighted avg': {'precision': 0.7200692550834692, 'recall': 0.7420634920634921, 'f1-score': 0.7210196141497245, 'support': 504}}",0.18
